id,name,is_land,is_sea,good,dist_to_iron,dist_to_coal,paired_score,status,owner_tag,start_pop,total_life_rating
872,Mugla,True,False,coal,2,0,2,PASS,TUR,,35
873,Konya,True,False,coal,2,0,2,PASS,TUR,,35
874,Burdur,True,False,grain,2,1,2,PASS,TUR,,35
875,Antalya,True,False,fish,3,1,3,PASS,TUR,,35
876,Ankara,True,False,fruit,2,1,2,PASS,TUR,,35
877,Amasya,True,False,coal,2,0,2,PASS,TUR,,35
878,Kayseri,True,False,wool,2,1,2,PASS,TUR,,35
879,Sivas,True,False,wool,1,1,1,PASS,TUR,,35
880,Kastamonu,True,False,coal,2,0,2,PASS,TUR,,35
881,Bolu,True,False,coal,1,0,1,PASS,TUR,,35
882,Trabzon,True,False,cattle,1,3,3,PASS,TUR,,35
883,Sinop,True,False,fish,2,1,2,PASS,TUR,,35
884,Giresun,True,False,fruit,1,2,2,PASS,TUR,,35
885,Kars,True,False,iron,0,2,2,PASS,AZB,,35
886,Ardahan,True,False,wool,1,2,2,PASS,AZB,,35
887,Erzurum,True,False,cattle,1,3,3,PASS,TUR,,35
888,Erzincan,True,False,iron,0,2,2,PASS,TUR,,35
889,Malatya,True,False,iron,0,2,2,PASS,TUR,,35
890,Van,True,False,iron,0,2,2,PASS,TUR,,35
891,Bitlis,True,False,grain,1,3,3,PASS,TUR,,35
892,Hakkari,True,False,fruit,1,3,3,PASS,TUR,,35
893,Diyarbakir,True,False,iron,0,3,3,PASS,TUR,,35
894,Adana,True,False,wool,2,2,2,PASS,TUR,,35
895,Mersin,True,False,fish,3,1,3,PASS,TUR,,35
896,Marash,True,False,wool,1,2,2,PASS,TUR,,35
897,Aleppo,True,False,grain,2,4,4,PASS,TUR,,35
898,Antep,True,False,wool,2,3,3,PASS,TUR,,35
899,Urfa,True,False,grain,1,3,3,PASS,TUR,,35
900,Antioch,True,False,fruit,2,3,3,PASS,TUR,,35
901,Dayr al-Zour,True,False,grain,1,3,3,PASS,TUR,,20
902,Damascus,True,False,grain,2,1,2,PASS,TUR,,35
903,Homs,True,False,grain,1,2,2,PASS,TUR,,35
904,Hama,True,False,grain,2,3,3,PASS,TUR,,35
905,Latakia,True,False,tobacco,1,3,3,PASS,TUR,,35
906,Suwayda,True,False,grain,3,2,3,PASS,TUR,,10
907,Palmyra,True,False,grain,2,2,2,PASS,TUR,,10
908,Amman,True,False,grain,4,3,4,PASS,TUR,,35
909,Jerash,True,False,grain,3,2,3,PASS,TUR,,31
910,Ruwayshid,True,False,grain,4,4,4,PASS,TUR,,10
911,Maan,True,False,cattle,3,3,3,PASS,TUR,,10
912,Baalbeck,True,False,timber,1,1,1,PASS,TUR,,35
913,Beirut,True,False,silk,1,1,1,PASS,TUR,,35
914,Askaleh,True,False,iron,0,2,2,PASS,TUR,,35
915,Sidon,True,False,coal,2,0,2,PASS,TUR,,35
916,Acre,True,False,fruit,3,1,3,PASS,TUR,,35
917,Jerusalem,True,False,grain,5,3,5,PASS,TUR,,35
918,Nablus,True,False,fruit,4,2,4,PASS,TUR,,35
919,Jaffa,True,False,fruit,4,2,4,PASS,TUR,,35
920,Gaza,True,False,grain,4,3,4,PASS,TUR,,35
921,Beersheba,True,False,grain,5,3,5,PASS,TUR,,10
922,Aqaba,True,False,wool,4,4,4,PASS,TUR,,20
923,Mosul,True,False,sulphur,2,4,4,PASS,IRQ,,35
924,Arbil,True,False,wool,2,3,3,PASS,IRQ,,35
925,Kirkuk,True,False,grain,2,3,3,PASS,IRQ,,35
926,Baghdad,True,False,grain,3,5,5,PASS,IRQ,,35
927,Samarra,True,False,grain,2,4,4,PASS,IRQ,,35
928,Mendeli,True,False,grain,3,4,4,PASS,IRQ,,35
929,Karbala,True,False,grain,3,4,4,PASS,IRQ,,35
930,Kut,True,False,grain,3,5,5,PASS,IRQ,,35
931,Rutbah,True,False,sulphur,2,3,3,PASS,IRQ,,10
932,Basra,True,False,fruit,3,5,5,PASS,IRQ,,35
933,Nasiriyya,True,False,fruit,3,4,4,PASS,IRQ,,35
934,Najaf,True,False,fruit,3,4,4,PASS,IRQ,,35
935,Kuwait,True,False,fruit,3,4,4,PASS,ALH,,35
936,Grodno,True,False,grain,1,1,1,PASS,LIT,,35
937,Brest-Litovsk,True,False,grain,2,1,2,PASS,PLC,,35
938,Lida,True,False,iron,0,1,1,PASS,LIT,,35
939,Baranovichi,True,False,coal,1,0,1,PASS,LIT,,35
940,Pinsk,True,False,grain,2,1,2,PASS,PLC,,35
941,Slutsk,True,False,cattle,1,1,1,PASS,BLR,,15
942,Mozyr,True,False,cattle,1,1,1,PASS,BLR,,15
943,Smolensk,True,False,cattle,2,2,2,PASS,MUS,,35
944,Orsha,True,False,grain,1,1,1,PASS,BLR,,35
945,Vitebsk,True,False,grain,1,2,2,PASS,BLR,,35
946,Polotsk,True,False,wool,1,2,2,PASS,BLR,,35
947,Pastavy,True,False,grain,1,2,2,PASS,LIT,,35
948,Mogilev,True,False,iron,0,1,1,PASS,BLR,,35
949,Gomel,True,False,coal,1,0,1,PASS,BLR,,35
950,Uzgorord,True,False,coal,2,0,2,PASS,HUN,,35
951,Stryi,True,False,coal,2,0,2,PASS,PLC,,35
952,Ternopil,True,False,iron,0,1,1,PASS,PLC,,35
953,Stanislavov,True,False,grain,1,1,1,PASS,PLC,,35
954,Vinnitsa,True,False,cattle,1,2,2,PASS,PLC,,35
955,Proskorov,True,False,cattle,1,2,2,PASS,PLC,,35
956,Rovne,True,False,grain,1,1,1,PASS,PLC,,35
957,Kovel,True,False,grain,2,1,2,PASS,PLC,,35
958,Kiev,True,False,grain,1,1,1,PASS,UKR,,40
959,Korosten,True,False,grain,1,2,2,PASS,UKR,,15
960,Zhitomir,True,False,iron,0,2,2,PASS,UKR,,35
961,Cherkassy,True,False,cattle,1,1,1,PASS,UKR,,35
962,Chernigov,True,False,grain,2,1,2,PASS,UKR,,35
963,Poltava,True,False,coal,2,0,2,PASS,UKR,,35
964,Simferopol,True,False,fish,1,2,2,PASS,CRI,,35
965,Cherson,True,False,fish,2,1,2,PASS,CRI,,35
966,Kerch,True,False,iron,0,3,3,PASS,CRI,,35
967,Sevastopol,True,False,fish,1,3,3,PASS,CRI,,35
968,Odessa,True,False,fish,2,1,2,PASS,CRI,,40
969,Pervomaisk,True,False,cattle,1,1,1,PASS,CRI,,35
970,Nikolaev,True,False,fish,3,1,3,PASS,CRI,,35
971,Krivoy Rog,True,False,coal,2,0,2,PASS,CRI,,35
972,Ekaterinoslav,True,False,coal,3,0,3,PASS,CRI,,35
973,Melitopol,True,False,coal,3,0,3,PASS,CRI,,35
974,Kramatorsk,True,False,coal,3,0,3,PASS,CRI,,35
975,Yuzovka,True,False,coal,3,0,3,PASS,CRI,,35
976,Mariopol,True,False,coal,4,0,4,PASS,CRI,,35
977,Kursk,True,False,grain,2,1,2,PASS,MUS,,35
978,Kharkov,True,False,coal,2,0,2,PASS,CRI,,35
979,Rostov,True,False,coal,3,0,3,PASS,CRI,,40
980,Luhansk,True,False,coal,2,0,2,PASS,CRI,,35
981,Archangel,True,False,timber,2,3,3,PASS,NOV,,15
982,Petsamo,True,False,iron,0,1,1,PASS,SCA,,10
983,Kandalaksha,True,False,sulphur,1,1,1,PASS,NOV,,10
984,Kostomushka,True,False,timber,1,2,2,PASS,NOV,,10
985,Mezen,True,False,timber,3,2,3,PASS,NOV,,10
986,Naryn Mar,True,False,timber,4,3,4,PASS,NOV,,10
987,Ust Sysolsk,True,False,timber,3,2,3,PASS,NOV,,35
988,Povyents,True,False,timber,2,3,3,PASS,NOV,,35
989,Vologda,True,False,timber,1,3,3,PASS,NOV,,35
990,Kotlas,True,False,timber,3,2,3,PASS,NOV,,35
991,Uglich,True,False,timber,2,3,3,PASS,NOV,,35
992,Belozersk,True,False,iron,0,3,3,PASS,NOV,,35
993,Vyterga,True,False,timber,1,4,4,PASS,NOV,,35
994,St Petersburg,True,False,grain,2,4,4,PASS,PSV,,40
995,Petrozavorsk,True,False,grain,1,4,4,PASS,NOV,,35
996,Luga,True,False,grain,3,5,5,PASS,PSV,,35
997,Gdov,True,False,grain,3,4,4,PASS,PSV,,35
998,Tver,True,False,timber,1,2,2,PASS,MUS,,35
999,Rzhev,True,False,timber,2,3,3,PASS,MUS,,35
1000,Staritsa,True,False,timber,2,3,3,PASS,MUS,,35
1001,Yaroslavl,True,False,timber,1,2,2,PASS,MUS,,35
1002,Manzhouli,True,False,cattle,2,1,2,PASS,MCK,,30
1003,Novgorod,True,False,grain,2,4,4,PASS,NOV,,35
1004,Tikhvin,True,False,grain,1,4,4,PASS,NOV,,35
1005,Borovichi,True,False,grain,1,3,3,PASS,NOV,,35
1006,Pskov,True,False,cattle,2,3,3,PASS,PSV,,35
1007,Velikiye Luki,True,False,grain,2,3,3,PASS,MUS,,35
1008,Moscow,True,False,timber,2,1,2,PASS,MUS,,40
1009,Borodino,True,False,timber,2,2,2,PASS,MUS,,40
1010,Kaluga,True,False,timber,2,1,2,PASS,MUS,,40
1011,Tula,True,False,coal,1,0,1,PASS,MUS,,40
1012,Ryazan,True,False,iron,0,1,1,PASS,MUS,,35
1013,Vladimir,True,False,timber,1,1,1,PASS,MUS,,40
1014,Vyazma,True,False,timber,3,2,3,PASS,MUS,,35
1015,Peremyshl,True,False,timber,2,1,2,PASS,MUS,,35
1016,Bryansk,True,False,cattle,2,1,2,PASS,MUS,,35
1017,Orel,True,False,timber,1,1,1,PASS,MUS,,35
1018,Belgorod,True,False,grain,2,1,2,PASS,MUS,,35
1019,Voronets,True,False,grain,1,1,1,PASS,MUS,,35
1020,Nizhni Novgorod,True,False,timber,2,2,2,PASS,MUS,,40
1021,Penza,True,False,grain,2,3,3,PASS,MUS,,35
1022,Ivanovo,True,False,timber,2,2,2,PASS,MUS,,35
1023,Kostorma,True,False,timber,2,3,3,PASS,NOV,,35
1024,Galich,True,False,timber,3,3,3,PASS,NOV,,35
1025,Tambov,True,False,grain,1,2,2,PASS,MUS,,35
1026,Perm,True,False,coal,1,0,1,PASS,NOV,,35
1027,Vetluga,True,False,timber,3,3,3,PASS,NOV,,35
1028,Vyatkha,True,False,grain,2,2,2,PASS,NOV,,35
1029,Glasov,True,False,timber,2,1,2,PASS,NOV,,35
1030,Kazan,True,False,grain,2,2,2,PASS,MUS,,40
1031,Sarapol,True,False,timber,1,1,1,PASS,NOV,,35
1032,Chistopol,True,False,timber,1,2,2,PASS,NOG,,35
1033,Simbirsk,True,False,cattle,2,3,3,PASS,MUS,,35
1034,Samara,True,False,grain,1,2,2,PASS,NOG,,40
1035,Syzran,True,False,grain,2,3,3,PASS,NOG,,35
1036,Astrakhan,True,False,wool,3,2,3,PASS,ASK,,35
1037,Saratov,True,False,grain,2,2,2,PASS,NOG,,35
1038,Novo Uzensk,True,False,grain,2,3,3,PASS,NOG,,35
1039,Tsaritsyn,True,False,cattle,2,1,2,PASS,ASK,,35
1040,Zarevka,True,False,wool,3,2,3,PASS,ASK,,35
1041,Elitsa,True,False,wool,3,1,3,PASS,ASK,,35
1042,Ufa,True,False,iron,0,1,1,PASS,NOG,,35
1043,Busuluk,True,False,cattle,1,3,3,PASS,NOG,,35
1044,Orenburg,True,False,iron,0,2,2,PASS,NOG,,35
1045,Migolinskaya,True,False,cattle,2,1,2,PASS,ASK,,35
1046,Chirskaya,True,False,coal,3,0,3,PASS,ASK,,35
1047,Azov,True,False,cattle,3,1,3,PASS,ASK,,35
1048,Ekaterinodar,True,False,cattle,2,2,2,PASS,ASK,,35
1049,Novorossiysk,True,False,grain,1,3,3,PASS,CIR,,35
1050,Stavropol,True,False,wool,2,1,2,PASS,ASK,,35
1051,Adygei,True,False,grain,2,2,2,PASS,CIR,,35
1052,Derbent,True,False,fruit,1,2,2,PASS,AZB,,35
1053,Gunib,True,False,silk,1,3,3,PASS,AZB,,35
1054,Vladikavkaz,True,False,wool,1,3,3,PASS,ASK,,35
1055,Grozny,True,False,grain,1,2,2,PASS,ASK,,35
1056,Pyatigorsk,True,False,grain,2,2,2,PASS,CIR,,35
1057,Kizylyar,True,False,silk,2,2,2,PASS,ASK,,35
1058,Ekaterinburg,True,False,precious_metal,1,1,1,PASS,SIB,,40
1059,Chelyabinsk,True,False,iron,0,1,1,PASS,SIB,,35
1060,Orsk,True,False,iron,0,2,2,PASS,NOG,,35
1061,Tyumen,True,False,timber,1,2,2,PASS,SIB,,35
1062,Berezov,True,False,iron,0,2,2,PASS,SIB,,15
1063,Tomsk,True,False,precious_metal,2,1,2,PASS,CHG,,35
1064,Omsk,True,False,sulphur,1,1,1,PASS,SIB,,40
1065,Surgut,True,False,timber,2,1,2,PASS,,,15
1066,Tobolsk,True,False,timber,1,1,1,PASS,SIB,,35
1067,Kemerevo,True,False,coal,2,0,2,PASS,CHG,,35
1068,Ulala,True,False,coal,1,0,1,PASS,CHG,,35
1069,Yakutsk,True,False,cattle,3,2,3,PASS,,,15
1070,Tunginskoye,True,False,coal,1,0,1,PASS,,,15
1071,Lazo,True,False,fish,2,5,5,PASS,ZND,,35
1072,Okhotsk,True,False,grain,3,3,3,PASS,AIN,,30
1073,Gizhiga,True,False,grain,2,4,4,PASS,AIN,,15
1074,Petropavlovsk,True,False,coal,5,0,5,PASS,AIN,,15
1075,Irkutsk,True,False,coal,2,0,2,PASS,CHG,,35
1076,Chunskoye,True,False,coal,2,0,2,PASS,,,35
1077,Krasnoyarsk,True,False,timber,2,1,2,PASS,CHG,,35
1078,Chita,True,False,timber,2,1,2,PASS,CHG,,35
1079,Nerchinsk,True,False,grain,3,1,3,PASS,CHG,,35
1080,Bauntovskiy,True,False,cattle,4,1,4,PASS,AIN,,35
1081,Yaksa,True,False,grain,3,1,3,PASS,AIN,,35
1082,HaIshenwai,True,False,coal,2,0,2,PASS,MCK,,32
1083,Boli,True,False,coal,2,0,2,PASS,MCK,,32
1084,Utchan,True,False,coal,3,0,3,PASS,MCK,,32
1085,Ulusamudan,True,False,grain,3,1,3,PASS,MCK,,32
1086,Pogobi,True,False,fish,-1,1,-1,ISLAND,JAP,,15
1087,Ootomari,True,False,coal,-1,0,-1,ISLAND,JAP,,15
1088,Shumshu,True,False,coal,-1,0,-1,ISLAND,JAP,,15
1089,Etorofu,True,False,fish,3,2,3,PASS,JAP,,15
1090,Tblisi,True,False,wool,1,1,1,PASS,AZB,,35
1091,Pasanauri,True,False,iron,0,2,2,PASS,AZB,,35
1092,Kutaisi,True,False,fruit,1,3,3,PASS,AZB,,35
1093,Akhaltsikhe,True,False,wool,1,2,2,PASS,AZB,,35
1094,Poti,True,False,fish,2,4,4,PASS,AZB,,35
1095,Sukhumi,True,False,grain,2,3,3,PASS,AZB,,35
1096,Batum,True,False,fish,2,3,3,PASS,AZB,,35
1097,New Caledonia,True,False,coffee,-1,-1,-1,ISLAND,FRA,,15
1098,Erivan,True,False,iron,0,1,1,PASS,AZB,,35
1099,Gyumri,True,False,wool,1,1,1,PASS,AZB,,35
1100,Kapan,True,False,iron,0,2,2,PASS,AZB,,35
1101,Nakhichevan,True,False,iron,0,2,2,PASS,AZB,,35
1102,Baku,True,False,grain,2,2,2,PASS,AZB,,35
1103,Siyazen,True,False,fruit,2,2,2,PASS,AZB,,35
1104,Sheki,True,False,grain,1,1,1,PASS,AZB,,35
1105,Ganja,True,False,coal,1,0,1,PASS,AZB,,35
1106,Agdam,True,False,wool,1,1,1,PASS,AZB,,35
1107,Lankaran,True,False,grain,2,2,2,PASS,AZB,,35
1108,Tabriz,True,False,coal,2,0,2,PASS,AZB,,35
1109,Khvoy,True,False,cotton,1,1,1,PASS,AZB,,35
1110,Urumia,True,False,wool,1,2,2,PASS,AZB,,35
1111,Mahabad,True,False,wool,2,1,2,PASS,AZB,,35
1112,Ardabil,True,False,timber,1,1,1,PASS,AZB,,35
1113,Rasht,True,False,timber,2,2,2,PASS,QAJ,,35
1114,Noshehr,True,False,timber,3,2,3,PASS,QAJ,,35
1115,Sari,True,False,wool,3,1,3,PASS,QAJ,,35
1116,Gorgan,True,False,wool,3,1,3,PASS,AFS,,35
1117,Kermanshah,True,False,wool,2,3,3,PASS,IRQ,,35
1118,Sanandaj,True,False,wool,2,2,2,PASS,IRQ,,35
1119,Ilam,True,False,cotton,2,4,4,PASS,IRQ,,35
1120,Khoramabad,True,False,cotton,1,3,3,PASS,IRQ,,35
1121,Tehran,True,False,cotton,2,1,2,PASS,QAJ,,40
1122,Hamadan,True,False,fruit,1,2,2,PASS,IRQ,,35
1123,Zanjan,True,False,cattle,2,1,2,PASS,AZB,,35
1124,Qazvin,True,False,timber,2,2,2,PASS,QAJ,,35
1125,Qom,True,False,grain,1,1,1,PASS,QAJ,,35
1126,Semnan,True,False,coal,2,0,2,PASS,QAJ,,35
1127,Isfahan,True,False,cattle,1,2,2,PASS,QAJ,,35
1128,Arak,True,False,iron,0,2,2,PASS,QAJ,,35
1129,Kashan,True,False,wool,1,1,1,PASS,QAJ,,35
1130,Yazd,True,False,iron,0,2,2,PASS,QAJ,,35
1131,Ahvaz,True,False,grain,2,4,4,PASS,IRQ,,35
1132,Abadan,True,False,fish,2,4,4,PASS,IRQ,,35
1133,Dezful,True,False,cotton,1,3,3,PASS,IRQ,,35
1134,Dehkord,True,False,cotton,2,3,3,PASS,IRQ,,35
1135,Shiraz,True,False,opium,1,4,4,PASS,ZND,,35
1136,Bushire,True,False,fish,2,5,5,PASS,IRQ,,35
1137,Yasuj,True,False,fruit,1,3,3,PASS,ZND,,35
1138,Kangan,True,False,fish,2,5,5,PASS,ZND,,35
1139,Sirjan,True,False,iron,0,3,3,PASS,ZND,,35
1140,Kerman,True,False,cotton,1,2,2,PASS,ZND,,35
1141,Lengeh,True,False,fish,1,4,4,PASS,ZND,,35
1142,Bandar Abbas,True,False,fruit,1,4,4,PASS,ZND,,35
1143,Bam,True,False,cotton,1,3,3,PASS,ZND,,35
1144,Zahedan,True,False,grain,2,2,2,PASS,ZND,,35
1145,Jask,True,False,fruit,2,3,3,PASS,ZND,,35
1146,Chabahar,True,False,fish,3,3,3,PASS,ZND,,35
1147,Mashhad,True,False,coal,2,0,2,PASS,AFS,,35
1148,Birjand,True,False,cotton,1,1,1,PASS,QAJ,,35
1149,Sabzevar,True,False,coal,2,0,2,PASS,QAJ,,35
1150,Bojnurd,True,False,coal,3,0,3,PASS,AFS,,35
1151,Mecca,True,False,grain,4,3,4,PASS,HDJ,,35
1152,Jidda,True,False,grain,5,3,5,PASS,HDJ,,35
1153,Medina,True,False,grain,5,4,5,PASS,HDJ,,35
1154,Tabuk,True,False,wool,4,4,4,PASS,HDJ,,35
1155,Abha,True,False,wool,4,2,4,PASS,HDJ,,35
1156,Kaf,True,False,wool,4,5,5,PASS,NEJ,,10
1157,Riyadh,True,False,wool,4,4,4,PASS,NEJ,,35
1158,Rafha,True,False,wool,3,4,4,PASS,NEJ,,10
1159,Halaban,True,False,wool,4,4,4,PASS,NEJ,,10
1160,Hail,True,False,wool,4,5,5,PASS,NEJ,,35
1161,Sharawrah,True,False,wool,4,5,5,PASS,NEJ,,10
1162,Bahrain,True,False,fruit,5,6,6,WARN,ABU,,34
1163,Qatif,True,False,fish,4,5,5,PASS,ALH,,35
1164,Hufuf,True,False,grain,3,4,4,PASS,ALH,,35
1165,Doha,True,False,fish,4,5,5,PASS,ABU,,34
1166,Muscat,True,False,opium,3,5,5,PASS,OMA,,35
1167,Abu Dhabi,True,False,fish,2,4,4,PASS,ABU,,31
1168,Dubai,True,False,fruit,1,5,5,PASS,ABU,,31
1169,Suhar,True,False,grain,2,5,5,PASS,OMA,,20
1170,Nizwa,True,False,opium,2,4,4,PASS,OMA,,32
1171,Sur,True,False,fruit,3,4,4,PASS,OMA,,35
1172,Duqm,True,False,fish,3,3,3,PASS,OMA,,10
1173,Mukalla,True,False,opium,5,2,5,PASS,YEM,,32
1174,Salalah,True,False,opium,4,3,4,PASS,OMA,,20
1175,Ghayda,True,False,opium,4,2,4,PASS,YEM,,10
1176,Bayda,True,False,fish,5,1,5,PASS,YEM,,32
1177,Socotra,True,False,fish,-1,-1,-1,ISLAND,SPA,,20
1178,Sana,True,False,coffee,5,1,5,PASS,YEM,,35
1179,Hodeida,True,False,grain,5,1,5,PASS,YEM,,35
1180,Taizz,True,False,coal,6,0,6,WARN,YEM,,35
1181,Qaraganda,True,False,coal,1,0,1,PASS,CHG,,35
1182,Guryev,True,False,opium,2,2,2,PASS,NOG,,35
1183,Aqtobe,True,False,wool,1,2,2,PASS,NOG,,35
1184,Kokshetau,True,False,iron,0,1,1,PASS,CHG,,35
1185,Yasi,True,False,wool,2,1,2,PASS,CHG,,30
1186,Alma Ata,True,False,grain,2,2,2,PASS,CHG,,30
1187,Semipalatinsk,True,False,timber,1,1,1,PASS,CHG,,35
1188,Qaratal,True,False,grain,2,1,2,PASS,CHG,,35
1189,Bishkek,True,False,wool,2,2,2,PASS,CHG,,35
1190,Naryn,True,False,grain,1,3,3,PASS,CHG,,35
1191,Khiva,True,False,wool,4,1,4,PASS,CHG,,35
1192,Nukus,True,False,opium,3,2,3,PASS,NOG,,35
1193,Kyzylorda,True,False,coal,3,0,3,PASS,CHG,,30
1194,Aqtau,True,False,fish,3,2,3,PASS,NOG,,25
1195,Tashkent,True,False,grain,3,2,3,PASS,CHG,,35
1196,Dashhowuz,True,False,cattle,4,2,4,PASS,AFS,,35
1197,Shymkent,True,False,grain,3,1,3,PASS,CHG,,35
1198,Bukhara,True,False,wool,3,2,3,PASS,CHG,,35
1199,Samarkand,True,False,grain,3,2,3,PASS,CHG,,35
1200,Qarshi,True,False,wool,2,3,3,PASS,CHG,,35
1201,Khojand,True,False,grain,2,3,3,PASS,CHG,,35
1202,Kokand,True,False,grain,3,3,3,PASS,CHG,,35
1203,Osh,True,False,grain,2,3,3,PASS,CHG,,35
1204,Ashkabad,True,False,fruit,3,1,3,PASS,AFS,,35
1205,Kizil Arvat,True,False,fish,4,2,4,PASS,AFS,,20
1206,Merv,True,False,grain,3,2,3,PASS,AFS,,35
1207,Kulob,True,False,grain,1,3,3,PASS,CHG,,35
1208,Khorug,True,False,iron,0,4,4,PASS,CHG,,35
1209,Kabul,True,False,timber,2,3,3,PASS,AFG,,35
1210,Faizabad,True,False,wool,1,3,3,PASS,AFG,,35
1211,Balkh,True,False,grain,2,2,2,PASS,AFG,,35
1212,Herat,True,False,fruit,2,1,2,PASS,AFG,,35
1213,Bamyan,True,False,grain,3,2,3,PASS,AFG,,35
1214,Farrah,True,False,cotton,2,2,2,PASS,AFG,,35
1215,Kandahar,True,False,wool,3,3,3,PASS,AFG,,35
1216,Jalalabad,True,False,grain,2,4,4,PASS,AFG,,35
1217,Ghazni,True,False,wool,3,3,3,PASS,AFG,,35
1218,Peshawar,True,False,grain,3,4,4,PASS,AFG,,35
1219,Quetta,True,False,wool,4,4,4,PASS,AFG,,35
1220,Dalbandin,True,False,wool,3,3,3,PASS,SIN,,35
1221,Kalat,True,False,wool,3,3,3,PASS,SIN,,32
1222,Bela,True,False,fish,3,3,3,PASS,SIN,,35
1223,Chitral,True,False,grain,2,4,4,PASS,KAS,,35
1224,Srinagar,True,False,silk,3,5,5,PASS,KAS,,32
1225,Gilgit,True,False,wool,2,4,4,PASS,KAS,,35
1226,Leh,True,False,wool,2,4,4,PASS,KAS,,35
1227,Lahore,True,False,wool,4,5,5,PASS,AFG,,32
1228,Multan,True,False,cattle,4,4,4,PASS,SIN,,32
1229,Sialkot,True,False,cotton,4,6,6,WARN,AFG,,32
1230,Attock,True,False,wool,3,5,5,PASS,AFG,,32
1231,Bahawalpur,True,False,cattle,4,4,4,PASS,SIN,,32
1232,Shahpur,True,False,wool,4,5,5,PASS,AFG,,32
1233,Amritsar,True,False,fruit,3,5,5,PASS,AFG,,32
1234,Firuzapur,True,False,wool,3,4,4,PASS,AFG,,32
1235,Simla,True,False,wool,2,4,4,PASS,MUG,,32
1236,Delhi,True,False,fruit,2,4,4,PASS,MUG,,35
1237,Panipat,True,False,cattle,2,4,4,PASS,MUG,,32
1238,Dehra Dun,True,False,wool,1,4,4,PASS,MUG,,32
1239,Meerut,True,False,grain,1,4,4,PASS,MUG,,32
1240,Agra,True,False,dye,2,4,4,PASS,MUG,,32
1241,Cawnpore,True,False,dye,2,4,4,PASS,MUG,,32
1242,Lucknow,True,False,timber,1,4,4,PASS,MUG,,32
1243,Allahabad,True,False,tobacco,2,3,3,PASS,MUG,,32
1244,Fyzabad,True,False,timber,1,4,4,PASS,MUG,,32
1245,Benares,True,False,opium,2,2,2,PASS,MUG,,32
1246,Gorakhpur,True,False,fruit,1,3,3,PASS,MUG,,32
1247,Patna,True,False,opium,1,2,2,PASS,MUG,,32
1248,Gaya,True,False,cattle,2,1,2,PASS,MUG,,32
1249,Kharswari,True,False,coal,1,0,1,PASS,MUG,,28
1250,Bhagalpur,True,False,fish,2,1,2,PASS,MUG,,32
1251,Calcutta,True,False,dye,1,1,1,PASS,BEN,,32
1252,Darjeeling,True,False,wool,2,1,2,PASS,BEN,,32
1253,Bardwan,True,False,coal,2,0,2,PASS,BEN,,32
1254,Dacca,True,False,dye,3,2,3,PASS,BEN,,32
1255,Rajshahi,True,False,grain,3,1,3,PASS,BEN,,32
1256,Jessore,True,False,wool,2,1,2,PASS,BEN,,32
1257,Chittagong,True,False,dye,4,3,4,PASS,BEN,,32
1258,Gauhati,True,False,fish,3,2,3,PASS,BEN,,32
1259,Imphal,True,False,cattle,4,3,4,PASS,BUR,,32
1260,Dibrugarh,True,False,fruit,4,3,4,PASS,BUR,,32
1261,Cuttack,True,False,grain,1,2,2,PASS,MUG,,32
1262,Keunjahr,True,False,iron,0,1,1,PASS,MUG,,32
1263,Sambalpur,True,False,grain,1,2,2,PASS,MUG,,32
1264,Ajmer,True,False,precious_metal,3,3,3,PASS,MEW,,32
1265,Jaisalmer,True,False,wool,4,3,4,PASS,JAS,,32
1266,Jodhpur,True,False,fruit,3,2,3,PASS,JOD,,32
1267,Bikaner,True,False,wool,3,3,3,PASS,BIK,,32
1268,Jaipur,True,False,timber,3,3,3,PASS,JAI,,32
1269,Udaipur,True,False,opium,2,2,2,PASS,MEW,,32
1270,Gwalior,True,False,dye,2,3,3,PASS,MUG,,32
1271,Indore,True,False,opium,1,2,2,PASS,MUG,,32
1272,Bhopal,True,False,dye,2,3,3,PASS,MUG,,32
1273,Chatarpur,True,False,dye,3,3,3,PASS,MUG,,32
1274,Rewa,True,False,cattle,2,2,2,PASS,MUG,,32
1275,Jubulpore,True,False,dye,2,3,3,PASS,MUG,,32
1276,Hoshangabad,True,False,dye,1,3,3,PASS,MUG,,32
1277,Nagpur,True,False,dye,2,3,3,PASS,NAG,,32
1278,Amarati,True,False,cattle,1,3,3,PASS,VIJ,,32
1279,Jagdalpur,True,False,grain,2,3,3,PASS,HYD,,32
1280,Raipur,True,False,dye,2,2,2,PASS,NAG,,32
1281,Bilaspur,True,False,grain,2,2,2,PASS,NAG,,32
1282,Raigarh,True,False,grain,1,1,1,PASS,MUG,,32
1283,Hyderabad,True,False,grain,3,4,4,PASS,HYD,,32
1284,Aurangabad,True,False,cotton,1,3,3,PASS,VIJ,,32
1285,Nizamabad,True,False,fruit,2,3,3,PASS,HYD,,32
1286,Gulbarga,True,False,cotton,2,4,4,PASS,VIJ,,32
1287,Warangal,True,False,cotton,2,3,3,PASS,HYD,,32
1288,Karachi,True,False,fruit,4,3,4,PASS,SIN,,35
1289,Sukkur,True,False,grain,4,3,4,PASS,SIN,,35
1290,Umarkot,True,False,cattle,3,2,3,PASS,SIN,,32
1291,Ahmedabad,True,False,coal,2,0,2,PASS,BER,,32
1292,Rajkot,True,False,fish,3,1,3,PASS,BER,,32
1293,Mandvi,True,False,cotton,3,2,3,PASS,BER,,32
